-2.12444,41.13805
-2.14,41.0975
-2.14,41.09083
-2.13333,41.06056
-2.14889,41.01611
-2.17833,41.00028
-2.20306,40.9975
-2.2025,40.99139
-2.20028,40.98722
-2.17833,40.95222
-2.17361,40.95027
-2.16667,40.94944
-2.10917,40.97277
-2.09083,40.98861
-2.08806,40.99278
-2.04417,41.06389
-2.04139,41.075
-2.0375,41.09139
-2.0375,41.09833
-2.03889,41.10249
-2.0525,41.12917
-2.07445,41.15583
-2.08056,41.16277
-2.08472,41.16555
-2.095,41.16888
-2.10111,41.16944
-2.10583,41.1675
-2.11194,41.16
-2.12444,41.13805

4.6225,35.94055
4.52111,35.95111
4.44708,36.0453
4.448,36.21117
4.43917,36.27166
4.44167,36.43361
4.44667,36.6475
4.43361,36.66638
4.43472,36.88777
4.37556,37.03972
4.32917,37.10249
4.28639,37.13027
4.19444,37.28055
3.72861,37.99806
3.69806,38.03361
3.65194,38.05611
3.61167,38.12111
3.60889,38.32388
3.59944,38.44805
3.62694,38.51694
3.60167,38.62194
3.56722,38.72944
3.54333,38.81
3.51389,38.91361
3.51861,38.95638
3.52889,39.0461
3.53444,39.08472
3.51083,39.13
3.47861,39.19694
3.47139,39.24889
3.47528,39.295
3.5,39.31805
3.50167,39.32417
3.50167,39.32889
3.5,39.33527
3.49861,39.33861
3.49361,39.34194
3.46917,39.33138
3.46,39.42249
3.4625,39.45083
3.45528,39.49806
3.445,39.50111
3.42722,39.49916
3.41806,39.505
3.41222,39.51361
3.40639,39.52444
3.40667,39.56027
3.50083,39.59499
3.67833,39.78278
3.86944,39.86666
3.92858,40
4.0225,40.1825
4.09889,40.38861
4.12306,40.39889
4.22861,40.67222
4.28798,40.78377
4.23472,40.85361
4.21667,40.87694
4.10861,41.00944
4.06833,41.04388
4.055,41.05167
4.05,41.05333
4.0375,41.05972
4.025,41.0675
3.99639,41.09361
3.98278,41.1075
3.96917,41.12194
3.96278,41.12917
3.95417,41.14111
3.94583,41.16055
3.9425,41.17139
3.94056,41.19055
3.94111,41.27389
3.94944,41.47222
3.95194,41.47639
