3.96194,41.48694
3.96444,41.4911
3.96611,41.49611
3.97556,41.53222
3.97667,41.5375
3.98917,41.61138
4.00056,41.72277
3.99972,41.72888
3.98528,41.7775
3.97861,41.78472
3.9625,41.79583
3.95861,41.80583
3.94944,41.83138
3.94778,41.83694
3.9475,41.84361
3.94917,41.84861
3.96611,41.88555
3.97361,41.89833
3.98032,41.90517
3.96426,41.89644
3.82472,41.79778
3.1675,41.33694
3.11833,41.28639
2.84111,40.99611
2.82996,40.9866
2.71667,40.98861
0,40.98861
-0.86611,40.99833
-1.06806,41.15389
-1.36472,41.38139
-1.59222,41.55528
-1.67487,41.55816
-1.6825,41.545
-1.69639,41.53139
-1.75278,41.47833
-1.78361,41.45499
-1.8075,41.43778
-1.82806,41.43417
-1.8525,41.41444
-1.95806,41.31528
-1.97028,41.28027
-1.97278,41.20083
-1.98195,41.10555
-2.03417,40.99166
-2.01917,40.89166
-2.12278,40.91055
-2.2125,40.945
-2.22778,40.96666
-2.23389,40.97416
-2.2525,40.98306
-2.26195,40.98111
-2.29889,40.96361
-2.30639,40.9575
-2.31333,40.94917
-2.32056,40.92944
-2.32056,40.91833
-2.31639,40.90944
-2.3075,40.90749
-2.30083,40.91444
-2.29583,40.92388
-2.28083,40.9275
-2.22583,40.89472
-2.22583,40.88528
-2.23611,40.855
-2.24833,40.83917
-2.29389,40.7875
-2.30694,40.78416
-2.32528,40.78333
-2.33556,40.78527
-2.35556,40.80639
-2.35917,40.81528
-2.36611,40.82222
-2.37778,40.82555
-2.38861,40.82278
-2.39667,40.81722
-2.40417,40.81027
-2.55,40.63805
-2.55472,40.62917
-2.55667,40.61666
-2.55389,40.59194
-2.54695,40.57222
-2.53639,40.55528
-2.5275,40.53806
-2.52528,40.52777
-2.53528,40.48583
-2.55417,40.42194
-2.56889,40.38222
-2.59389,40.33861
-2.63,40.27805
-2.66333,40.23666
-2.67889,40.22556
-2.74306,40.18944
-2.77389,40.17278
-2.78611,40.17
-2.89361,40.16444
-2.92306,40.16555
-2.9425,40.16694
-2.98306,40.1775
-3.08083,40.15778
-3.18139,40.11916
-3.19306,40.11861
-3.20528,40.12055
-3.21639,40.12944
-3.22611,40.13416
-3.25833,40.12833
-3.26861,40.12472
-3.2775,40.12055
-3.28556,40.115
-3.29861,40.10056
-3.31528,40.06278
-3.34056,40.02528
-3.37583,39.97416
-3.46695,39.935
-3.62,39.87138
-3.64195,39.87055
-3.67417,39.87222
-3.69556,39.86749
-3.79889,39.83639
-3.81889,39.82916
-3.87556,39.80555
-3.92139,39.78388
-3.93028,39.77944
-4.01695,39.72111
-4.04972,39.69888
-4.05667,39.69194
-4.05389,39.68278
-4.09222,39.67166
-4.41778,39.52555
-4.63056,39.40666
-4.63722,39.39833
-4.64,39.32583
-4.60695,39.30972
-4.59722,39.30083
-4.61195,39.25583
-4.66962,39.20303
-4.63945,39.16166
-4.55,39.03777
-4.3225,38.72111
-4.155,38.48666
-4.10583,38.4175
-3.70056,37.85139
-3.65111,37.78305
-3.64972,37.78166
-3.61778,37.76583
-3.61278,37.76389
-3.55611,37.75139
-3.54528,37.7486
-3.53139,37.7411
-3.52611,37.7336
-3.5125,37.68639
-3.51111,37.64444
-3.5125,37.62611
-3.51028,37.62138
-3.50417,37.61361
-3.45028,37.6
-3.43083,37.59944
-3.41861,37.60083
-3.40556,37.6075
-3.3975,37.61305
-3.31667,37.69055
-3.31194,37.71999
-3.2675,37.71249
-3.18667,37.69805
-3.05139,37.67528
-2.99583,37.60278
-2.94917,37.5225
-2.94111,37.50805
-2.935,37.49444
-2.90695,37.42528
-2.79445,37.22258
-2.77889,37.19583
-2.29833,36.32555
-2.2,36.15333
-2.13308,36.03328
-1.93583,35.67833
-1.22722,34.40972
-1.03917,34.07555
-1.00139,34.02055
-1.00083,34.01694
-1.00111,33.94833
-1.00195,33.9211
-1.00111,33.92027
-0.95306,33.92333
-0.45278,33.91861
-0.27861,33.95
-0.265,33.95333
-0.13417,33.97611
-0.10083,33.96639
-0.04814,33.95049
0.04861,33.92305
0.0825,33.9125
0.10306,33.90722
0.20508,33.98181
0.30167,34.0536
0.38778,34.10638
0.60444,34.15916
0.60861,34.16166
0.61639,34.17444
0.63111,34.20833
0.63472,34.21861
0.63944,34.2486
0.64111,34.26083
0.64389,34.26472
0.65083,34.27222
0.65806,34.27889
0.82194,34.41083
0.87194,34.44222
0.95194,34.47722
0.96639,34.48306
0.9775,34.48528
0.99056,34.48583
0.99611,34.48416
1.00833,34.4825
1.015,34.4825
1.02722,34.48333
1.03833,34.48583
1.04806,34.48972
1.07639,34.50194
1.08528,34.50666
1.09778,34.51444
1.1139,34.52555
1.09268,34.57555
1.145,34.5925
1.15306,34.59777
1.15889,34.60583
1.20583,34.68527
1.20805,34.69
1.21278,34.70611
1.21417,34.73972
1.21694,34.76472
1.22194,34.80167
1.22556,34.81166
1.23139,34.81972
1.23556,34.8225
1.25139,34.8275
1.26306,34.82916
1.27528,34.83028
1.28889,34.82972
1.30111,34.82805
1.31194,34.82527
1.31944,34.81889
1.3325,34.80472
1.3375,34.80277
1.39361,34.79222
1.39855,34.79569
1.41889,34.84361
1.42389,34.85222
1.43222,34.8575
1.43722,34.85944
1.45361,34.86305
1.46528,34.86472
1.50361,34.87333
1.50861,34.87528
1.52639,34.88305
1.53528,34.8875
1.54778,34.89555
1.55833,34.90527
1.56278,34.91472
1.56306,34.92166
1.56611,34.93944
1.57167,34.9475
1.57889,34.95389
1.59556,34.96444
1.66861,34.99944
1.67194,35
1.89528,35.00972
2.085,34.99444
2.22389,34.94194
2.27778,34.91917
2.35722,34.88777
2.37833,34.8811
2.38972,34.87888
2.40278,34.87917
2.40806,34.88055
2.41306,34.88222
2.52111,34.90944
2.59167,34.84777
2.60389,34.83917
2.67611,34.795
2.68472,34.78999
2.69083,34.78916
2.71056,34.78944
2.78111,34.78361
2.79806,34.77972
2.84528,34.75944
2.85333,34.75361
2.85583,34.74972
2.87806,34.71222
2.86583,34.68889
2.86306,34.68472
2.86083,34.67999
2.85944,34.67388
2.85972,34.66777
2.86111,34.66222
2.86361,34.65805
2.93139,34.59666
2.93944,34.59083
2.94472,34.58944
3.00722,34.5825
3.0775,34.57388
3.08833,34.57083
3.1025,34.56416
3.11111,34.55917
3.1225,34.55028
3.1325,34.53972
3.14472,34.51138
3.14583,34.5061
3.24556,34.45389
3.38222,34.40416
3.38833,34.40333
3.47722,34.40028
3.4825,34.40167
3.48667,34.40416
3.49028,34.40749
3.49611,34.42916
3.50111,34.43778
3.50694,34.44583
3.51028,34.44917
3.51444,34.45166
3.52417,34.45555
3.53555,34.4575
3.61444,34.465
3.64639,34.46611
3.66611,34.465
3.67139,34.46333
3.67472,34.46
3.73167,34.38166
3.73806,34.36111
3.77917,34.22222
3.84,34.18472
3.94361,34.12861
3.96,34.12805
4.09722,34.08805
4.17361,34.06305
4.18556,34.05472
4.19556,34.04417
4.20417,34.03249
4.21194,34.02
4.22278,33.99667
4.32056,34.09611
4.59667,34.37416
4.60968,34.38819
4.61055,34.40778
4.61111,34.48222
4.6125,34.77389
4.61222,34.82139
4.61278,34.95027
4.61389,35.14694
4.61674,35.50888
4.61667,35.54694
4.61694,35.58083
4.61774,35.60845
4.61722,35.64194
4.6175,35.67583
4.61806,35.69611
4.61918,35.69923
4.61778,35.70972
4.61972,35.89972
4.6225,35.94055

